Sl.No.	key_word_eng	key_word_hin	word_forms_en	word_forms_hi	strongs_en	strongs_hi	references_en	
246	ai	ai	Ai	आई	['H5857']	['H5857']	* [Ezra 02:27-30](rc://en/tn/help/ezr/02/27)* [Genesis 12:8-9](rc://en/tn/help/gen/12/08)* [Genesis 13:3-4](rc://en/tn/help/gen/13/03)* [Joshua 07:03](rc://en/tn/help/jos/07/03)* [Joshua 08:12](rc://en/tn/help/jos/08/12)	15002027. 15002028. 15002029. 15002030. 01012008. 01012009. 01013003. 01013004. 06007003. 06008012. 
247	amalekite	amalekite	Amalek, Amalekite, Amalekites	अमालेक, अमालेकी, अमालेकियों	['H6002', 'H6003']	['H6002', 'H6003']	* [1 Chronicles 04:43](rc://en/tn/help/1ch/04/43)* [2 Samuel 01:08](rc://en/tn/help/2sa/01/08)* [Exodus 17:10](rc://en/tn/help/exo/17/10)* [Numbers 14:23-25](rc://en/tn/help/num/14/23)	13004043. 10001008. 02017010. 04014023. 04014024. 04014025. 
248	amaziah	amaziah	Amaziah	अमस्याह	['H558']	['H558']	* [1 Chronicles 03:10-12](rc://en/tn/help/1ch/03/10)* [1 Chronicles 04:34](rc://en/tn/help/1ch/04/34)* [2 Chronicles 25:9-10](rc://en/tn/help/2ch/25/09)* [2 Kings 14:10](rc://en/tn/help/2ki/14/10)	13003010. 13003011. 13003012. 13004034. 14025009. 14025010. 12014010. 
249	ammon	ammon	Ammon, Ammonite, Ammonites	अम्मोन, अम्मोनी, अम्मोनियों	['H5983', 'H5984', 'H5985']	['H5983', 'H5984', 'H5985']	* [1 Chronicles 19:1-3](rc://en/tn/help/1ch/19/01)* [Ezekiel 25:02](rc://en/tn/help/ezk/25/02)* [Genesis 19:38](rc://en/tn/help/gen/19/38)* [Joshua 12:1-2](rc://en/tn/help/jos/12/01)* [Judges 11:27](rc://en/tn/help/jdg/11/27)* [Zephaniah 02:08](rc://en/tn/help/zep/02/08)	13019001. 13019002. 13019003. 26025002. 01019038. 06012001. 06012002. 07011027. 36002008. 
250	amnon	amnon	Amnon	अम्नोन	['H550']	['H550']	* [1 Chronicles 03:1-3](rc://en/tn/help/1ch/03/01)* [2 Samuel 13:02](rc://en/tn/help/2sa/13/02)* [2 Samuel 13:7-9](rc://en/tn/help/2sa/13/07)	13003001. 13003002. 13003003. 10013002. 10013007. 10013008. 10013009. 
251	amorite	amorite	Amorite, Amorites	एमोरी, एमोरियों	['H567', '']	['H567', '']	* [Amos 02:09](rc://en/tn/help/amo/02/09)* [Ezekiel 16:03](rc://en/tn/help/ezk/16/03)* [Genesis 10:16](rc://en/tn/help/gen/10/16)* [Genesis 15:14-16](rc://en/tn/help/gen/15/14)* [Joshua 09:10](rc://en/tn/help/jos/09/10)	30002009. 26016003. 01010016. 01015014. 01015015. 01015016. 06009010. 
252	amos	amos	Amos	आमोस	['H5986']	['H5986']	* [Amos 01:01](rc://en/tn/help/amo/01/01)	30001001
253	amoz	amoz	Amoz	आमोस	['H531']	['H531']	* [2 Kings 19:02](rc://en/tn/help/2ki/19/02)* [Isaiah 37:1-2](rc://en/tn/help/isa/37/01)* [Isaiah 37:21-23](rc://en/tn/help/isa/37/21)	12019002. 23037001. 23037002. 23037021. 23037022. 23037023. 
254	andrew	andrew	Andrew	अन्द्रियास	['G406']	['G406']	* [Acts 01:12-14](rc://en/tn/help/act/01/12)* [John 01:40](rc://en/tn/help/jhn/01/40)* [Mark 01:17](rc://en/tn/help/mrk/01/17)* [Mark 01:29-31](rc://en/tn/help/mrk/01/29)* [Mark 03:17-19](rc://en/tn/help/mrk/03/17)* [Matthew 04:19](rc://en/tn/help/mat/04/19)* [Matthew 10:2-4](rc://en/tn/help/mat/10/02)	44001012. 44001013. 44001014. 43001040. 41001017. 41001029. 41001030. 41001031. 41003017. 41003018. 41003019. 40004019. 40010002. 40010003. 40010004. 
255	annas	annas	Annas	हन्ना	['G452']	['G452']	* [Acts 04:5-7](rc://en/tn/help/act/04/05)* [John 18:22-24](rc://en/tn/help/jhn/18/22)* [Luke 03:02](rc://en/tn/help/luk/03/02)	44004005. 44004006. 44004007. 43018022. 43018023. 43018024. 42003002. 
256	antioch	antioch	Antioch	अन्ताकिया	['G491']	['G491']	* [2 Timothy 03:10-13](rc://en/tn/help/2ti/03/10)* [Acts 06:5-6](rc://en/tn/help/act/06/05)* [Acts 11:19-21](rc://en/tn/help/act/11/19)* [Acts 11:26](rc://en/tn/help/act/11/26)* [Galatians 02:11-12](rc://en/tn/help/gal/02/11)	55003010. 55003011. 55003012. 55003013. 44006005. 44006006. 44011019. 44011020. 44011021. 44011026. 48002011. 48002012. 
257	apollos	apollos	Apollos	अप्पुल्लोस	['G625']	['G625']	* [1 Corinthians 01:13](rc://en/tn/help/1co/01/13)* [1 Corinthians 16:12](rc://en/tn/help/1co/16/12)* [Acts 18:25](rc://en/tn/help/act/18/25)* [Titus 03:13](rc://en/tn/help/tit/03/13)	46001013. 46016012. 44018025. 56003013. 
258	aquila	aquila	Aquila	अक्विला	['G207']	['G207']	* [1 Corinthians 16:19-20](rc://en/tn/help/1co/16/19)* [2 Timothy 04:19-22](rc://en/tn/help/2ti/04/19)* [Acts 18:02](rc://en/tn/help/act/18/02)* [Acts 18:24](rc://en/tn/help/act/18/24)	46016019. 46016020. 55004019. 55004020. 55004021. 55004022. 44018002. 44018024. 
259	arabah	arabah	Arabah	अराबा	['H1026', 'H6160']	['H1026', 'H6160']	* [1 Samuel 23:24-25](rc://en/tn/help/1sa/23/24)* [2 Kings 25:4-5](rc://en/tn/help/2ki/25/04)* [2 Samuel 02:29](rc://en/tn/help/2sa/02/29)* [Jeremiah 02:4-6](rc://en/tn/help/jer/02/04)* [Job 24:5-7](rc://en/tn/help/job/24/05)* [Zechariah 14:10](rc://en/tn/help/zec/14/10)	09023024. 09023025. 12025004. 12025005. 10002029. 24002004. 24002005. 24002006. 18024005. 18024006. 18024007. 38014010. 
260	arabia	arabia	Arabia, Arabian, Arabians	अरब, अरबी, अरबियों	['H6152', 'H6153', 'H6163', 'G688', 'G690']	['H6152', 'H6153', 'H6163', 'G688', 'G690']	* [1 Kings 10:14-15](rc://en/tn/help/1ki/10/14)* [Acts 02:11](rc://en/tn/help/act/02/11)* [Galatians 01:15-17](rc://en/tn/help/gal/01/15)* [Galatians 04:24-25](rc://en/tn/help/gal/04/24)* [Jeremiah 25:24-26](rc://en/tn/help/jer/25/24)* [Nehemiah 02:19-20](rc://en/tn/help/neh/02/19)	11010014. 11010015. 44002011. 48001015. 48001016. 48001017. 48004024. 48004025. 24025024. 24025025. 24025026. 16002019. 16002020. 
261	aram	aram	Aram, Aramean, Arameans, Aramaic, Aram of Damascus	अराम, अरामी, अरामियों, अरामी भाषा	['H130', 'H726', 'H758', 'H761', 'H762', 'H763', 'H1834', 'H7421']	['H758', 'H763', 'G689']	* [1 Chronicles 01:17-19](rc://en/tn/help/1ch/01/17)* [2 Samuel 08:06](rc://en/tn/help/2sa/08/06)* [Amos 01:5](rc://en/tn/help/amo/01/5)* [Ezekiel 27:16](rc://en/tn/help/ezk/27/16)* [Genesis 31:19-21](rc://en/tn/help/gen/31/19)* [Hosea 12:12](rc://en/tn/help/hos/12/12)* [Psalm 060:1](rc://en/tn/help/psa/060/1)	13001017. 13001018. 13001019. 10008006. 26027016. 01031019. 01031020. 01031021. 28012012. 
262	ararat	ararat	Ararat	अरारात	['H780']	['H780']	* [2 Kings 19:35-37](rc://en/tn/help/2ki/19/35)* [Genesis 08:4-5](rc://en/tn/help/gen/08/04)* [Isaiah 37:38](rc://en/tn/help/isa/37/38)* [Jeremiah 51:27](rc://en/tn/help/jer/51/27)	12019035. 12019036. 12019037. 01008004. 01008005. 23037038. 24051027. 
263	artaxerxes	artaxerxes	Artaxerxes	अर्तक्षत्र	['H783']	['H783']	* [Ezra 04:7-8](rc://en/tn/help/ezr/04/07)* [Ezra 07:1-5](rc://en/tn/help/ezr/07/01)* [Nehemiah 02:01](rc://en/tn/help/neh/02/01)* [Nehemiah 13:6-7](rc://en/tn/help/neh/13/06)	15004007. 15004008. 15007001. 15007002. 15007003. 15007004. 15007005. 16002001. 16013006. 16013007. 
264	asa	asa	Asa	आसा	['H609']	['H609']	* [1 Chronicles 09:14-16](rc://en/tn/help/1ch/09/14)* [1 Kings 15:7-8](rc://en/tn/help/1ki/15/07)* [2 Chronicles 14:03](rc://en/tn/help/2ch/14/03)* [Jeremiah 41:09](rc://en/tn/help/jer/41/09)* [Matthew 01:07](rc://en/tn/help/mat/01/07)	13009014. 13009015. 13009016. 11015007. 11015008. 14014003. 24041009. 40001007. 
265	asaph	asaph	Asaph	आसाप	['H623']	['H623']	* [1 Chronicles 06:39-43](rc://en/tn/help/1ch/06/39)* [2 Chronicles 35:15](rc://en/tn/help/2ch/35/15)* [Nehemiah 02:08](rc://en/tn/help/neh/02/08)* [Psalm 050:1-2](rc://en/tn/help/psa/050/001)	13006039. 13006040. 13006041. 13006042. 13006043. 14035015. 16002008. None050001. None050002. 
266	ashdod	ashdod	Ashdod, Azotus	अश्दोद, अज़ोतस	['H795', 'G108']	['H795', 'G108']	* [1 Samuel 05:1-3](rc://en/tn/help/1sa/05/01)* [Acts 08:40](rc://en/tn/help/act/08/40)* [Amos 01:8](rc://en/tn/help/amo/01/08)* [Joshua 15:45-47](rc://en/tn/help/jos/15/45)* [Zechariah 09:06](rc://en/tn/help/zec/09/06){{tag>publish ktlink}	09005001. 09005002. 09005003. 44008040. 06015045. 06015046. 06015047. 38009006. 
267	asher	asher	Asher	अशेर	['H836']	['H836']	* [1 Chronicles 02:1-2](rc://en/tn/help/1ch/02/01)* [1 Kings 04:16](rc://en/tn/help/1ki/04/16)* [Ezekiel 48:1-3](rc://en/tn/help/ezk/48/01)* [Genesis 30:13](rc://en/tn/help/gen/30/13)* [Luke 02:36-38](rc://en/tn/help/luk/02/36)	13002001. 13002002. 11004016. 26048001. 26048002. 26048003. 01030013. 42002036. 42002037. 42002038. 
268	asherim	asherim	Asherah, Asherah pole, Asherah poles, Ashtoreth, Ashtoreths	अशेरा, अशेरा के लिए मूरत, अशेरा नामक मूर्तियों, अश्तोरेत	['H842', 'H6252', 'H6253']	['H842', 'H6252', 'H6253']	* [2 Kings 18:04](rc://en/tn/help/2ki/18/04)* [2 Kings 21:03](rc://en/tn/help/2ki/21/03)* [Isaiah 27:9](rc://en/tn/help/isa/27/9)* [Judges 03:7-8](rc://en/tn/help/jdg/03/07)* [Micah 05:14](rc://en/tn/help/mic/05/14)	12018004. 12021003. 07003007. 07003008. 33005014. 
269	ashkelon	ashkelon	Ashkelon	अश्कलोन	['H831']	['H831']	* [1 Samuel 06:17-18](rc://en/tn/help/1sa/06/17)* [Amos 01:8](rc://en/tn/help/amo/01/08)* [Jeremiah 25:19-21](rc://en/tn/help/jer/25/19)* [Joshua 13:2-3](rc://en/tn/help/jos/13/02)* [Judges 01:18-19](rc://en/tn/help/jdg/01/18)* [Zechariah 09:05](rc://en/tn/help/zec/09/05)	09006017. 09006018. 24025019. 24025020. 24025021. 06013002. 06013003. 07001018. 07001019. 38009005. 
270	asia	asia	Asia	आसिया	['G773']	['G773']	* [1 Corinthians 16:19-20](rc://en/tn/help/1co/16/19)* [1 Peter 01:1-2](rc://en/tn/help/1pe/01/01)* [2 Timothy 01:15-18](rc://en/tn/help/2ti/01/15)* [Acts 06:8-9](rc://en/tn/help/act/06/08)* [Acts 16:07](rc://en/tn/help/act/16/07)* [Acts 27:1-2](rc://en/tn/help/act/27/01)* [Revelation 01:4-6](rc://en/tn/help/rev/01/04)* [Romans 16:05](rc://en/tn/help/rom/16/05)	46016019. 46016020. 60001001. 60001002. 55001015. 55001016. 55001017. 55001018. 44006008. 44006009. 44016007. 44027001. 44027002. 66001004. 66001005. 66001006. 45016005. 
271	assyria	assyria	Assyria, Assyrian, Assyrians, Assyrian Empire	अश्शूर, अश्शूरी, अश्शूरियों, अश्शूर राज्य	['H804']	['H804', 'H1121']	* [Genesis 10:11](rc://en/tn/help/gen/10/11)* [Genesis 25:17-18](rc://en/tn/help/gen/25/17)* [Isaiah 07:16-17](rc://en/tn/help/isa/07/16)* [Jeremiah 50:17](rc://en/tn/help/jer/50/17)* [Micah 07:11-13](rc://en/tn/help/mic/07/11)	01010011. 01025017. 01025018. 23007016. 23007017. 24050017. 33007011. 33007012. 33007013. 
272	athaliah	athaliah	Athaliah	अतल्याह	['H6271']	['H6721']	* [2 Chronicles 22:02](rc://en/tn/help/2ch/22/02)* [2 Chronicles 24:6-7](rc://en/tn/help/2ch/24/06)* [2 Kings 11:03](rc://en/tn/help/2ki/11/03)	14022002. 14024006. 14024007. 12011003. 
273	azariah	azariah	Azariah	अजर्याह	['H5838']	['H5838']	* [1 Chronicles 02:38](rc://en/tn/help/1ch/02/38)* [1 Kings 04:02](rc://en/tn/help/1ki/04/02)* [2 Chronicles 15:01](rc://en/tn/help/2ch/15/01)* [Daniel 01:6-7](rc://en/tn/help/dan/01/06)* [Jeremiah 43:02](rc://en/tn/help/jer/43/02)	13002038. 11004002. 14015001. 27001006. 27001007. 24043002. 
274	baal	baal	Baal	बाल	['H1120', 'G896']	['H1120', 'G896']	* [1 Kings 16:31](rc://en/tn/help/1ki/16/31)* [1 Samuel 07:3-4](rc://en/tn/help/1sa/07/03)* [Jeremiah 02:7-8](rc://en/tn/help/jer/02/07)* [Judges 02:11](rc://en/tn/help/jdg/02/11)* [Numbers 22:41](rc://en/tn/help/num/22/41)	11016031. 09007003. 09007004. 24002007. 24002008. 07002011. 04022041. 
275	baasha	baasha	Baasha	बाशा	['H1201']	['H1201']	* [1 Kings 15:17](rc://en/tn/help/1ki/15/17)* [2 Kings 09:09](rc://en/tn/help/2ki/09/09)* [Jeremiah 41:09](rc://en/tn/help/jer/41/09)	11015017. 12009009. 24041009. 
276	babel	babel	Babel	बाबेल	['H894']	['H894']	* [Genesis 10:8-10](rc://en/tn/help/gen/10/08)* [Genesis 11:09](rc://en/tn/help/gen/11/09)	01010008. 01010009. 01010010. 01011009. 
277	babylon	babylon	Babylon, Babylonia, Babylonian, Babylonians	बाबेल, बाबेल, बाबेल, बाबेली	['H3778', 'H3779', 'H8152', 'H894', 'H895', 'H896', 'G897']	['H3778', 'H3779', 'H8152', 'H894', 'H895', 'H896', 'G897']	* [1 Chronicles 09:01](rc://en/tn/help/1ch/09/01)* [2 Kings 17:24-26](rc://en/tn/help/2ki/17/24)* [Acts 07:43](rc://en/tn/help/act/07/43)* [Daniel 01:02](rc://en/tn/help/dan/01/02)* [Ezekiel 12:13](rc://en/tn/help/ezk/12/13)* [Matthew 01:11](rc://en/tn/help/mat/01/11)* [Matthew 01:17](rc://en/tn/help/mat/01/17)	13009001. 12017024. 12017025. 12017026. 44007043. 27001002. 26012013. 40001011. 40001017. 
278	balaam	balaam	Balaam	बिलाम	['H1109', 'G903']	['H1109', 'G903']	* [2 Peter 02:16](rc://en/tn/help/2pe/02/16)* [Deuteronomy 23:3-4](rc://en/tn/help/deu/23/03)* [Joshua 13:22-23](rc://en/tn/help/jos/13/22)* [Numbers 22:05](rc://en/tn/help/num/22/05)* [Revelation 02:14](rc://en/tn/help/rev/02/14)	61002016. 05023003. 05023004. 06013022. 06013023. 04022005. 66002014. 
279	barabbas	barabbas	Barabbas	बरअब्बा	['G912']	['G912']	* [John 18:40](rc://en/tn/help/jhn/18/40)* [Luke 23:19](rc://en/tn/help/luk/23/19)* [Mark 15:07](rc://en/tn/help/mrk/15/07)* [Matthew 27:15-16](rc://en/tn/help/mat/27/15)	43018040. 42023019. 41015007. 40027015. 40027016. 
280	barnabas	barnabas	Barnabas	बरनबास	['G921']	['G921']	* [Acts 04:36](rc://en/tn/help/act/04/36)* [Acts 11:26](rc://en/tn/help/act/11/26)* [Acts 13:03](rc://en/tn/help/act/13/03)* [Acts 15:33](rc://en/tn/help/act/15/33)* [Colossians 04:10-11](rc://en/tn/help/col/04/10)* [Galatians 02:9-10](rc://en/tn/help/gal/02/09)* [Galatians 02:13](rc://en/tn/help/gal/02/13)	44004036. 44011026. 44013003. 44015033. 51004010. 51004011. 48002009. 48002010. 48002013. 
281	bartholomew	bartholomew	Bartholomew	बरतुल्मै	['G918']	['G918']	* [Acts 01:12-14](rc://en/tn/help/act/01/12)* [Luke 06:14-16](rc://en/tn/help/luk/06/14)* [Mark 03:17-19](rc://en/tn/help/mrk/03/17)	44001012. 44001013. 44001014. 42006014. 42006015. 42006016. 41003017. 41003018. 41003019. 
282	baruch	baruch	Baruch	बारूक	['H1263']	['G1263']	* [Jeremiah 32:12](rc://en/tn/help/jer/32/12)* [Jeremiah 36:04](rc://en/tn/help/jer/36/04)* [Jeremiah 43:1-3](rc://en/tn/help/jer/43/01)	24032012. 24036004. 24043001. 24043002. 24043003. 
283	bashan	bashan	Bashan	बाशान	['H1316']	['H1316']	* [1 Kings 04:13](rc://en/tn/help/1ki/04/13)* [Amos 04:01](rc://en/tn/help/amo/04/01)* [Jeremiah 22:20-21](rc://en/tn/help/jer/22/20)* [Joshua 09:10](rc://en/tn/help/jos/09/10)	11004013. 30004001. 24022020. 24022021. 06009010. 
284	bathsheba	bathsheba	Bathsheba	बतशेबा	['H1339']	['H1339']	* [1 Chronicles 03:4-5](rc://en/tn/help/1ch/03/04)* [1 Kings 01:11](rc://en/tn/help/1ki/01/11)* [2 Samuel 11:03](rc://en/tn/help/2sa/11/03)* [Psalm 051:1-2](rc://en/tn/help/psa/051/001)	13003004. 13003005. 11001011. 10011003. None051001. None051002. 
285	beelzebul	beelzebul	Beelzebul	बालजबूल(शैतान)	['G954']	['G954']	* [Luke 11:15](rc://en/tn/help/luk/11/15)* [Mark 03:22](rc://en/tn/help/mrk/03/22)* [Matthew 10:25](rc://en/tn/help/mat/10/25)* [Matthew 12:25](rc://en/tn/help/mat/12/25)	42011015. 41003022. 40010025. 40012025. 
286	beersheba	beersheba	Beersheba	बेर्शेबा	['H884']	['H884']		
287	benaiah	benaiah	Benaiah	बनायाह	['H1141']	['H1141']	* [1 Chronicles 04:36](rc://en/tn/help/1ch/04/36)* [1 Kings 01:08](rc://en/tn/help/1ki/01/08)* [2 Samuel 23:20-21](rc://en/tn/help/2sa/23/20)	13004036. 11001008. 10023020. 10023021. 
288	benjamin	benjamin	Benjamin, Benjamite, Benjamites	बिन्यामीन, बिन्यामीनी, बिन्यामीनियों	['H1144', 'G958']	['H1144', 'G958']	* [1 Chronicles 02:1-2](rc://en/tn/help/1ch/02/01)* [1 Kings 02:08](rc://en/tn/help/1ki/02/08)* [Acts 13:21-22](rc://en/tn/help/act/13/21)* [Genesis 35:18](rc://en/tn/help/gen/35/18)* [Genesis 42:04](rc://en/tn/help/gen/42/04)* [Genesis 42:35-36](rc://en/tn/help/gen/42/35)* [Philippians 03:4-5](rc://en/tn/help/php/03/04)	13002001. 13002002. 11002008. 44013021. 44013022. 01035018. 01042004. 01042035. 01042036. 50003004. 50003005. 
289	berea	berea	Berea	बिरीया	['G960']	['G960']	* [Acts 17:11](rc://en/tn/help/act/17/11)* [Acts 17:13-15](rc://en/tn/help/act/17/13)* [Acts 20:04](rc://en/tn/help/act/20/04)	44017011. 44017013. 44017014. 44017015. 44020004. 
290	bethany	bethany	Bethany	बैतनिय्याह	['G963']	['G963']	* [John 01:26-28](rc://en/tn/help/jhn/01/26)* [Luke 24:50-51](rc://en/tn/help/luk/24/50)* [Mark 11:01](rc://en/tn/help/mrk/11/01)* [Matthew 21:15-17](rc://en/tn/help/mat/21/15)	43001026. 43001027. 43001028. 42024050. 42024051. 41011001. 40021015. 40021016. 40021017. 
291	bethel	bethel	Bethel	बेतेल	['H1008']	['H1008']	* [Genesis 12:8-9](rc://en/tn/help/gen/12/08)* [Genesis 35:01](rc://en/tn/help/gen/35/01)* [Hosea 10:15](rc://en/tn/help/hos/10/15)* [Judges 01:23](rc://en/tn/help/jdg/01/23)	01012008. 01012009. 01035001. 28010015. 07001023. 
292	bethlehem	bethlehem	Bethlehem	बैतलहम, एप्रात	['H672', 'H1035', 'G965']	['H376', 'H672', 'H1035', 'G965']	* [Genesis 35:16](rc://en/tn/help/gen/35/16)* [John 07:42](rc://en/tn/help/jhn/07/42)* [Matthew 02:06](rc://en/tn/help/mat/02/06)* [Matthew 02:16](rc://en/tn/help/mat/02/16)* [Ruth 01:02](rc://en/tn/help/rut/01/02)* [Ruth 01:21](rc://en/tn/help/rut/01/21)	01035016. 43007042. 40002006. 40002016. 08001002. 08001021. 
293	bethshemesh	bethshemesh	Beth Shemesh	बेतशेमेश	['H1053']	['H1053']	* [1 Kings 04:09](rc://en/tn/help/1ki/04/09)* [1 Samuel 06:09](rc://en/tn/help/1sa/06/09)* [Joshua 19:20-22](rc://en/tn/help/jos/19/20)* [Judges 01:33](rc://en/tn/help/jdg/01/33)	11004009. 09006009. 06019020. 06019021. 06019022. 07001033. 
294	bethuel	bethuel	Bethuel	बतूएल	['H1328']	['H1328']	* [1 Chronicles 04:30](rc://en/tn/help/1ch/04/30)* [Genesis 28:02](rc://en/tn/help/gen/28/02)	13004030. 01028002. 
295	boaz	boaz	Boaz	बोआज़	['H1162']	['H1162']	* [1 Chronicles 02:12](rc://en/tn/help/1ch/02/12)* [2 Chronicles 03:17](rc://en/tn/help/2ch/03/17)* [Luke 03:30-32](rc://en/tn/help/luk/03/30)* [Matthew 01:05](rc://en/tn/help/mat/01/05)* [Ruth 02:04](rc://en/tn/help/rut/02/04)	13002012. 14003017. 42003030. 42003031. 42003032. 40001005. 08002004. 
296	caesar	caesar	Caesar	कैसर	['G2541']	['G2541']	* [Acts 25:06](rc://en/tn/help/act/25/06)* [Luke 02:01](rc://en/tn/help/luk/02/01)* [Luke 20:23-24](rc://en/tn/help/luk/20/23)* [Luke 23:02](rc://en/tn/help/luk/23/02)* [Mark 12:13-15](rc://en/tn/help/mrk/12/13)* [Matthew 22:17](rc://en/tn/help/mat/22/17)* [Philippians 04:22](rc://en/tn/help/php/04/22)	44025006. 42002001. 42020023. 42020024. 42023002. 41012013. 41012014. 41012015. 40022017. 50004022. 
297	caesarea	caesarea	Caesarea, Caesarea Philippi	कैसरिया, कैसरिया फिलिप्पी	['G2542', 'G5376']	['G2542', 'G5376']	* [Acts 09:30](rc://en/tn/help/act/09/30)* [Acts 10:1-2](rc://en/tn/help/act/10/01)* [Acts 25:01](rc://en/tn/help/act/25/01)* [Acts 25:14](rc://en/tn/help/act/25/14)* [Mark 08:27](rc://en/tn/help/mrk/08/27)* [Matthew 16:13-16](rc://en/tn/help/mat/16/13)	44009030. 44010001. 44010002. 44025001. 44025014. 41008027. 40016013. 40016014. 40016015. 40016016. 
298	caiaphas	caiaphas	Caiaphas	कैफा	['G2533']	['G2533']	* [Acts 04:5-7](rc://en/tn/help/act/04/05)* [John 18:12](rc://en/tn/help/jhn/18/12)* [Luke 03:02](rc://en/tn/help/luk/03/02)* [Matthew 26:3-5](rc://en/tn/help/mat/26/03)* [Matthew 26:57-58](rc://en/tn/help/mat/26/57)	44004005. 44004006. 44004007. 43018012. 42003002. 40026003. 40026004. 40026005. 40026057. 40026058. 
299	cain	cain	Cain	कैन	['H7014', 'G2535']	['H7014', 'G2535']	* [1 John 03:12](rc://en/tn/help/1jn/03/12)* [Genesis 04:02](rc://en/tn/help/gen/04/02)* [Genesis 04:09](rc://en/tn/help/gen/04/09)* [Genesis 04:15](rc://en/tn/help/gen/04/15)* [Hebrews 11:4](rc://en/tn/help/heb/11/04)* [Jude 01:11](rc://en/tn/help/jud/01/11)	62003012. 01004002. 01004009. 01004015. 65001011. 
300	caleb	caleb	Caleb	कालेब	['H3612', 'H3614']	['H3612', 'H3614']	* [1 Chronicles 04:13](rc://en/tn/help/1ch/04/13)* [Joshua 14:6-7](rc://en/tn/help/jos/14/06)* [Judges 01:12](rc://en/tn/help/jdg/01/12)* [Numbers 32:10-12](rc://en/tn/help/num/32/10)	13004013. 06014006. 06014007. 07001012. 04032010. 04032011. 04032012. 
301	cana	cana	Cana	काना	['G2580']	['G2580']	* [John 02:1-2](rc://en/tn/help/jhn/02/01)* [John 04:46-47](rc://en/tn/help/jhn/04/46)	43002001. 43002002. 43004046. 43004047. 
302	canaan	canaan	Canaan, Canaanite, Canaanites	कनान, कनानी, कनानियों	['H3667', 'H3669', 'G5478']	['H3667', 'H3669', 'G2581', 'G5478']	* [Acts 13:19-20](rc://en/tn/help/act/13/19)* [Exodus 03:7-8](rc://en/tn/help/exo/03/07)* [Genesis 09:18](rc://en/tn/help/gen/09/18)* [Genesis 10:19-20](rc://en/tn/help/gen/10/19)* [Genesis 13:07](rc://en/tn/help/gen/13/07)* [Genesis 47:02](rc://en/tn/help/gen/47/02)	44013019. 44013020. 02003007. 02003008. 01009018. 01010019. 01010020. 01013007. 01047002. 
303	capernaum	capernaum	Capernaum	कफरनहूम	['G2584']	['G2584']	* [John 02:12](rc://en/tn/help/jhn/02/12)* [Luke 04:31](rc://en/tn/help/luk/04/31)* [Luke 07:1](rc://en/tn/help/luk/07/1)* [Mark 01:21](rc://en/tn/help/mrk/01/21)* [Mark 02:02](rc://en/tn/help/mrk/02/02)* [Matthew 04:12-13](rc://en/tn/help/mat/04/12)* [Matthew 17:24-25](rc://en/tn/help/mat/17/24)	43002012. 42004031. 41001021. 41002002. 40004012. 40004013. 40017024. 40017025. 
